# gt3-mercedes-amg-2025
--- baseline ---
  captured: 2026-05-31 11:53
  "R": [7335,5668,6000,0,6334,6670,7000,7000,6670,6334,0,6000,5668]
  "N": [7335,5668,6000,0,6334,6670,7000,7000,6670,6334,0,6000,5668]
  "1": [7335,5668,6000,0,6334,6670,7000,7000,6670,6334,0,6000,5668]
  "2": [7335,5668,6000,0,6334,6670,7000,7000,6670,6334,0,6000,5668]
  "3": [7335,5668,6000,0,6334,6670,7000,7000,6670,6334,0,6000,5668]
  "4": [7335,5668,6000,0,6334,6670,7000,7000,6670,6334,0,6000,5668]
  "5": [7335,5668,6000,0,6334,6670,7000,7000,6670,6334,0,6000,5668]
  "6": [7335,5668,6000,0,6334,6670,7000,7000,6670,6334,0,6000,5668]

  "R": [1.0000,0.7727,0.8180,0.0000,0.8635,0.9093,0.9543,0.9543,0.9093,0.8635,0.0000,0.8180,0.7727]
  "N": [1.0000,0.7727,0.8180,0.0000,0.8635,0.9093,0.9543,0.9543,0.9093,0.8635,0.0000,0.8180,0.7727]
  "1": [1.0000,0.7727,0.8180,0.0000,0.8635,0.9093,0.9543,0.9543,0.9093,0.8635,0.0000,0.8180,0.7727]
  "2": [1.0000,0.7727,0.8180,0.0000,0.8635,0.9093,0.9543,0.9543,0.9093,0.8635,0.0000,0.8180,0.7727]
  "3": [1.0000,0.7727,0.8180,0.0000,0.8635,0.9093,0.9543,0.9543,0.9093,0.8635,0.0000,0.8180,0.7727]
  "4": [1.0000,0.7727,0.8180,0.0000,0.8635,0.9093,0.9543,0.9543,0.9093,0.8635,0.0000,0.8180,0.7727]
  "5": [1.0000,0.7727,0.8180,0.0000,0.8635,0.9093,0.9543,0.9543,0.9093,0.8635,0.0000,0.8180,0.7727]
  "6": [1.0000,0.7727,0.8180,0.0000,0.8635,0.9093,0.9543,0.9543,0.9093,0.8635,0.0000,0.8180,0.7727]
