# gte-aston-2023
--- LMP3 Cleanup & 2026 CarClass Fixes ---
  captured: 2026-06-13 15:17
  "R": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "N": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "1": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "2": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "3": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "4": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "5": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "6": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "7": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "8": [6810,5685,6020,6020,6020,6355,6355,6355,6690]

  "R": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "N": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "1": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "2": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "3": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "4": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "5": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "6": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "7": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "8": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]

--- baseline ---
  captured: 2026-05-31 11:53
  "R": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "N": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "1": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "2": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "3": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "4": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "5": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "6": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "7": [6810,5685,6020,6020,6020,6355,6355,6355,6690]
  "8": [6810,5685,6020,6020,6020,6355,6355,6355,6690]

  "R": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "N": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "1": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "2": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "3": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "4": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "5": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "6": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "7": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
  "8": [1.0000,0.8348,0.8840,0.8840,0.8840,0.9332,0.9332,0.9332,0.9824]
