# hyper-am-valkyrie-2025
--- baseline ---
  captured: 2026-05-31 11:53
  "R": [8080,7440,7440,7600,7600,7760,7760,7920,7920,8080,8080]
  "N": [8080,7440,7440,7600,7600,7760,7760,7920,7920,8080,8080]
  "1": [8080,7440,7440,7600,7600,7760,7760,7920,7920,8080,8080]
  "2": [8080,7440,7440,7600,7600,7760,7760,7920,7920,8080,8080]
  "3": [8080,7440,7440,7600,7600,7760,7760,7920,7920,8080,8080]
  "4": [8080,7440,7440,7600,7600,7760,7760,7920,7920,8080,8080]
  "5": [8080,7440,7440,7600,7600,7760,7760,7920,7920,8080,8080]
  "6": [8080,7440,7440,7600,7600,7760,7760,7920,7920,8080,8080]
  "7": [8080,7440,7440,7600,7600,7760,7760,7920,7920,8080,8080]
  "8": [8080,7440,7440,7600,7600,7760,7760,7920,7920,8080,8080]

  "R": [1.0000,0.9208,0.9208,0.9406,0.9406,0.9604,0.9604,0.9802,0.9802,1.0000,1.0000]
  "N": [1.0000,0.9208,0.9208,0.9406,0.9406,0.9604,0.9604,0.9802,0.9802,1.0000,1.0000]
  "1": [1.0000,0.9208,0.9208,0.9406,0.9406,0.9604,0.9604,0.9802,0.9802,1.0000,1.0000]
  "2": [1.0000,0.9208,0.9208,0.9406,0.9406,0.9604,0.9604,0.9802,0.9802,1.0000,1.0000]
  "3": [1.0000,0.9208,0.9208,0.9406,0.9406,0.9604,0.9604,0.9802,0.9802,1.0000,1.0000]
  "4": [1.0000,0.9208,0.9208,0.9406,0.9406,0.9604,0.9604,0.9802,0.9802,1.0000,1.0000]
  "5": [1.0000,0.9208,0.9208,0.9406,0.9406,0.9604,0.9604,0.9802,0.9802,1.0000,1.0000]
  "6": [1.0000,0.9208,0.9208,0.9406,0.9406,0.9604,0.9604,0.9802,0.9802,1.0000,1.0000]
  "7": [1.0000,0.9208,0.9208,0.9406,0.9406,0.9604,0.9604,0.9802,0.9802,1.0000,1.0000]
  "8": [1.0000,0.9208,0.9208,0.9406,0.9406,0.9604,0.9604,0.9802,0.9802,1.0000,1.0000]
