# hyper-genesis-2026
--- baseline ---
  captured: 2026-05-31 11:53
  "R": [8140,7060,7180,7300,7420,7540,7660,7780,7900,8020,8140]
  "N": [8140,7060,7180,7300,7420,7540,7660,7780,7900,8020,8140]
  "1": [8140,7060,7180,7300,7420,7540,7660,7780,7900,8020,8140]
  "2": [8140,7060,7180,7300,7420,7540,7660,7780,7900,8020,8140]
  "3": [8140,7060,7180,7300,7420,7540,7660,7780,7900,8020,8140]
  "4": [8140,7060,7180,7300,7420,7540,7660,7780,7900,8020,8140]
  "5": [8140,7060,7180,7300,7420,7540,7660,7780,7900,8020,8140]
  "6": [8140,7060,7180,7300,7420,7540,7660,7780,7900,8020,8140]
  "7": [8140,7060,7180,7300,7420,7540,7660,7780,7900,8020,8140]

  "R": [1.0000,0.8673,0.8821,0.8968,0.9115,0.9263,0.9410,0.9558,0.9705,0.9853,1.0000]
  "N": [1.0000,0.8673,0.8821,0.8968,0.9115,0.9263,0.9410,0.9558,0.9705,0.9853,1.0000]
  "1": [1.0000,0.8673,0.8821,0.8968,0.9115,0.9263,0.9410,0.9558,0.9705,0.9853,1.0000]
  "2": [1.0000,0.8673,0.8821,0.8968,0.9115,0.9263,0.9410,0.9558,0.9705,0.9853,1.0000]
  "3": [1.0000,0.8673,0.8821,0.8968,0.9115,0.9263,0.9410,0.9558,0.9705,0.9853,1.0000]
  "4": [1.0000,0.8673,0.8821,0.8968,0.9115,0.9263,0.9410,0.9558,0.9705,0.9853,1.0000]
  "5": [1.0000,0.8673,0.8821,0.8968,0.9115,0.9263,0.9410,0.9558,0.9705,0.9853,1.0000]
  "6": [1.0000,0.8673,0.8821,0.8968,0.9115,0.9263,0.9410,0.9558,0.9705,0.9853,1.0000]
  "7": [1.0000,0.8673,0.8821,0.8968,0.9115,0.9263,0.9410,0.9558,0.9705,0.9853,1.0000]
