# hyper-alpine-2024-2025
--- baseline ---
  captured: 2026-05-31 11:53
  "R": [7925,6675,6800,6925,7050,7175,7300,7425,7550,7675,7800]
  "N": [7925,6675,6800,6925,7050,7175,7300,7425,7550,7675,7800]
  "1": [7925,6675,6800,6925,7050,7175,7300,7425,7550,7675,7800]
  "2": [7925,6675,6800,6925,7050,7175,7300,7425,7550,7675,7800]
  "3": [7925,6675,6800,6925,7050,7175,7300,7425,7550,7675,7800]
  "4": [7925,6675,6800,6925,7050,7175,7300,7425,7550,7675,7800]
  "5": [7925,6675,6800,6925,7050,7175,7300,7425,7550,7675,7800]
  "6": [8420,7092,7225,7360,7495,7625,7755,7890,8020,8150,8285]

  "R": [1.0000,0.8423,0.8580,0.8738,0.8896,0.9054,0.9211,0.9369,0.9527,0.9685,0.9842]
  "N": [1.0000,0.8423,0.8580,0.8738,0.8896,0.9054,0.9211,0.9369,0.9527,0.9685,0.9842]
  "1": [1.0000,0.8423,0.8580,0.8738,0.8896,0.9054,0.9211,0.9369,0.9527,0.9685,0.9842]
  "2": [1.0000,0.8423,0.8580,0.8738,0.8896,0.9054,0.9211,0.9369,0.9527,0.9685,0.9842]
  "3": [1.0000,0.8423,0.8580,0.8738,0.8896,0.9054,0.9211,0.9369,0.9527,0.9685,0.9842]
  "4": [1.0000,0.8423,0.8580,0.8738,0.8896,0.9054,0.9211,0.9369,0.9527,0.9685,0.9842]
  "5": [1.0000,0.8423,0.8580,0.8738,0.8896,0.9054,0.9211,0.9369,0.9527,0.9685,0.9842]
  "6": [1.0000,0.8423,0.8581,0.8741,0.8901,0.9056,0.9210,0.9371,0.9525,0.9679,0.9840]
