# hyper-vanwall-2023
--- LMP3 Cleanup & 2026 CarClass Fixes ---
  captured: 2026-06-13 15:17
  "R": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "N": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "1": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "2": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "3": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "4": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "5": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "6": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "7": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "8": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]

  "R": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "N": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "1": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "2": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "3": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "4": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "5": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "6": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "7": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "8": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]

--- baseline ---
  captured: 2026-05-31 11:53
  "R": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "N": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "1": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "2": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "3": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "4": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "5": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "6": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "7": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]
  "8": [8900,7480,7630,7765,7910,8050,8190,8430,8475,8620,8765]

  "R": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "N": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "1": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "2": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "3": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "4": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "5": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "6": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "7": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
  "8": [1.0000,0.8404,0.8573,0.8725,0.8888,0.9045,0.9202,0.9472,0.9522,0.9685,0.9848]
