# hyper-cadillac-2024-2025
--- baseline ---
  captured: 2026-05-31 11:53
  "R": [8008,7075,7225,7385,7542,7700,7700,7542,7385,7225,7075]
  "N": [8008,7075,7225,7385,7542,7700,7700,7542,7385,7225,7075]
  "1": [8008,7075,7225,7385,7542,7700,7700,7542,7385,7225,7075]
  "2": [8008,7075,7225,7385,7542,7700,7700,7542,7385,7225,7075]
  "3": [8008,7075,7225,7385,7542,7700,7700,7542,7385,7225,7075]
  "4": [8008,7075,7225,7385,7542,7700,7700,7542,7385,7225,7075]
  "5": [8008,7075,7225,7385,7542,7700,7700,7542,7385,7225,7075]
  "6": [8008,7075,7225,7385,7542,7700,7700,7542,7385,7225,7075]
  "7": [8008,7075,7225,7385,7542,7700,7700,7542,7385,7225,7075]

  "R": [1.0000,0.8835,0.9022,0.9222,0.9418,0.9615,0.9615,0.9418,0.9222,0.9022,0.8835]
  "N": [1.0000,0.8835,0.9022,0.9222,0.9418,0.9615,0.9615,0.9418,0.9222,0.9022,0.8835]
  "1": [1.0000,0.8835,0.9022,0.9222,0.9418,0.9615,0.9615,0.9418,0.9222,0.9022,0.8835]
  "2": [1.0000,0.8835,0.9022,0.9222,0.9418,0.9615,0.9615,0.9418,0.9222,0.9022,0.8835]
  "3": [1.0000,0.8835,0.9022,0.9222,0.9418,0.9615,0.9615,0.9418,0.9222,0.9022,0.8835]
  "4": [1.0000,0.8835,0.9022,0.9222,0.9418,0.9615,0.9615,0.9418,0.9222,0.9022,0.8835]
  "5": [1.0000,0.8835,0.9022,0.9222,0.9418,0.9615,0.9615,0.9418,0.9222,0.9022,0.8835]
  "6": [1.0000,0.8835,0.9022,0.9222,0.9418,0.9615,0.9615,0.9418,0.9222,0.9022,0.8835]
  "7": [1.0000,0.8835,0.9022,0.9222,0.9418,0.9615,0.9615,0.9418,0.9222,0.9022,0.8835]
