# hyper-peugeot-2025
--- LMP3 Cleanup & 2026 CarClass Fixes ---
  captured: 2026-06-13 15:17
  "R": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "N": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "1": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "2": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "3": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "4": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "5": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "6": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "7": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "8": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]

  "R": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "N": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "1": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "2": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "3": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "4": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "5": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "6": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "7": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "8": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]

--- baseline ---
  captured: 2026-05-31 11:53
  "R": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "N": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "1": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "2": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "3": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "4": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "5": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "6": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "7": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]
  "8": [8150,7320,7375,7525,7675,7825,7825,7975,7975,7975,7975]

  "R": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "N": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "1": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "2": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "3": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "4": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "5": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "6": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "7": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
  "8": [1.0000,0.8982,0.9049,0.9233,0.9417,0.9601,0.9601,0.9785,0.9785,0.9785,0.9785]
