# hyper-peugeot-2023-2024
--- baseline ---
  captured: 2026-05-31 11:53
  "R": [8540,7320,7460,7600,7725,7862,8140,8140,8400,8400,8400]
  "N": [8540,7320,7460,7600,7725,7862,8140,8140,8400,8400,8400]
  "1": [8540,7320,7460,7600,7725,7862,8140,8140,8400,8400,8400]
  "2": [8540,7320,7460,7600,7725,7862,8140,8140,8400,8400,8400]
  "3": [8540,7320,7460,7600,7725,7862,8140,8140,8400,8400,8400]
  "4": [8540,7320,7460,7600,7725,7862,8140,8140,8400,8400,8400]
  "5": [8540,7320,7460,7600,7725,7862,8140,8140,8400,8400,8400]
  "6": [8540,7320,7460,7600,7725,7862,8140,8140,8400,8400,8400]
  "7": [8540,7320,7460,7600,7725,7862,8140,8140,8400,8400,8400]
  "8": [8540,7320,7460,7600,7725,7862,8140,8140,8400,8400,8400]

  "R": [1.0000,0.8571,0.8735,0.8899,0.9046,0.9206,0.9532,0.9532,0.9836,0.9836,0.9836]
  "N": [1.0000,0.8571,0.8735,0.8899,0.9046,0.9206,0.9532,0.9532,0.9836,0.9836,0.9836]
  "1": [1.0000,0.8571,0.8735,0.8899,0.9046,0.9206,0.9532,0.9532,0.9836,0.9836,0.9836]
  "2": [1.0000,0.8571,0.8735,0.8899,0.9046,0.9206,0.9532,0.9532,0.9836,0.9836,0.9836]
  "3": [1.0000,0.8571,0.8735,0.8899,0.9046,0.9206,0.9532,0.9532,0.9836,0.9836,0.9836]
  "4": [1.0000,0.8571,0.8735,0.8899,0.9046,0.9206,0.9532,0.9532,0.9836,0.9836,0.9836]
  "5": [1.0000,0.8571,0.8735,0.8899,0.9046,0.9206,0.9532,0.9532,0.9836,0.9836,0.9836]
  "6": [1.0000,0.8571,0.8735,0.8899,0.9046,0.9206,0.9532,0.9532,0.9836,0.9836,0.9836]
  "7": [1.0000,0.8571,0.8735,0.8899,0.9046,0.9206,0.9532,0.9532,0.9836,0.9836,0.9836]
  "8": [1.0000,0.8571,0.8735,0.8899,0.9046,0.9206,0.9532,0.9532,0.9836,0.9836,0.9836]
