# hyper-bmw-m-hybrid-2024
--- LMP3 Cleanup & 2026 CarClass Fixes ---
  captured: 2026-06-13 15:17
  "R": [7785,6413,6685,6960,7240,7513,7513,7240,6960,6685,6413]
  "N": [7785,6413,6685,6960,7240,7513,7513,7240,6960,6685,6413]
  "1": [7785,6413,6685,6960,7240,7513,7513,7240,6960,6685,6413]
  "2": [7785,6413,6685,6960,7240,7513,7513,7240,6960,6685,6413]
  "3": [7785,6413,6685,6960,7240,7513,7513,7240,6960,6685,6413]
  "4": [7785,6413,6685,6960,7240,7513,7513,7240,6960,6685,6413]
  "5": [7785,6413,6685,6960,7240,7513,7513,7240,6960,6685,6413]
  "6": [7785,6413,6685,6960,7240,7513,7513,7240,6960,6685,6413]
  "7": [7785,6413,6685,6960,7240,7513,7513,7240,6960,6685,6413]
  "8": [7785,6413,6685,6960,7240,7513,7513,7240,6960,6685,6413]

  "R": [1.0000,0.8238,0.8587,0.8940,0.9300,0.9651,0.9651,0.9300,0.8940,0.8587,0.8238]
  "N": [1.0000,0.8238,0.8587,0.8940,0.9300,0.9651,0.9651,0.9300,0.8940,0.8587,0.8238]
  "1": [1.0000,0.8238,0.8587,0.8940,0.9300,0.9651,0.9651,0.9300,0.8940,0.8587,0.8238]
  "2": [1.0000,0.8238,0.8587,0.8940,0.9300,0.9651,0.9651,0.9300,0.8940,0.8587,0.8238]
  "3": [1.0000,0.8238,0.8587,0.8940,0.9300,0.9651,0.9651,0.9300,0.8940,0.8587,0.8238]
  "4": [1.0000,0.8238,0.8587,0.8940,0.9300,0.9651,0.9651,0.9300,0.8940,0.8587,0.8238]
  "5": [1.0000,0.8238,0.8587,0.8940,0.9300,0.9651,0.9651,0.9300,0.8940,0.8587,0.8238]
  "6": [1.0000,0.8238,0.8587,0.8940,0.9300,0.9651,0.9651,0.9300,0.8940,0.8587,0.8238]
  "7": [1.0000,0.8238,0.8587,0.8940,0.9300,0.9651,0.9651,0.9300,0.8940,0.8587,0.8238]
  "8": [1.0000,0.8238,0.8587,0.8940,0.9300,0.9651,0.9651,0.9300,0.8940,0.8587,0.8238]
