# gt3-lambo-huracan-2024
--- baseline ---
  captured: 2026-05-31 11:53
  "R": [8105,6679,6838,0,6995,7155,7313,7471,7629,7787,0,7946,8105]
  "N": [8105,6679,6838,0,6995,7155,7313,7471,7629,7787,0,7946,8105]
  "1": [8105,6679,6838,0,6995,7155,7313,7471,7629,7787,0,7946,8105]
  "2": [8105,6679,6838,0,6995,7155,7313,7471,7629,7787,0,7946,8105]
  "3": [8105,6679,6838,0,6995,7155,7313,7471,7629,7787,0,7946,8105]
  "4": [8105,6679,6838,0,6995,7155,7313,7471,7629,7787,0,7946,8105]
  "5": [8105,6679,6838,0,6995,7155,7313,7471,7629,7787,0,7946,8105]
  "6": [8105,6679,6838,0,6995,7155,7313,7471,7629,7787,0,7946,8105]
  "7": [8105,6679,6838,0,6995,7155,7313,7471,7629,7787,0,7946,8105]
  "8": [8105,6679,6838,0,6995,7155,7313,7471,7629,7787,0,7946,8105]

  "R": [1.0000,0.8241,0.8437,0.0000,0.8630,0.8828,0.9023,0.9218,0.9413,0.9608,0.0000,0.9804,1.0000]
  "N": [1.0000,0.8241,0.8437,0.0000,0.8630,0.8828,0.9023,0.9218,0.9413,0.9608,0.0000,0.9804,1.0000]
  "1": [1.0000,0.8241,0.8437,0.0000,0.8630,0.8828,0.9023,0.9218,0.9413,0.9608,0.0000,0.9804,1.0000]
  "2": [1.0000,0.8241,0.8437,0.0000,0.8630,0.8828,0.9023,0.9218,0.9413,0.9608,0.0000,0.9804,1.0000]
  "3": [1.0000,0.8241,0.8437,0.0000,0.8630,0.8828,0.9023,0.9218,0.9413,0.9608,0.0000,0.9804,1.0000]
  "4": [1.0000,0.8241,0.8437,0.0000,0.8630,0.8828,0.9023,0.9218,0.9413,0.9608,0.0000,0.9804,1.0000]
  "5": [1.0000,0.8241,0.8437,0.0000,0.8630,0.8828,0.9023,0.9218,0.9413,0.9608,0.0000,0.9804,1.0000]
  "6": [1.0000,0.8241,0.8437,0.0000,0.8630,0.8828,0.9023,0.9218,0.9413,0.9608,0.0000,0.9804,1.0000]
  "7": [1.0000,0.8241,0.8437,0.0000,0.8630,0.8828,0.9023,0.9218,0.9413,0.9608,0.0000,0.9804,1.0000]
  "8": [1.0000,0.8241,0.8437,0.0000,0.8630,0.8828,0.9023,0.9218,0.9413,0.9608,0.0000,0.9804,1.0000]
